Position,artists,track_name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams,viral_on_tiktok
3468,kids see ghosts,cudi montage,13,0.0,21,0,873982,6483502,Нет
3469,trippie redd,the grinch,25,0.0,65,0,447861,6473354,Нет
3470,julia michaels,uh huh,34,0.0,93,0,291256,6458831,Нет
3471,sech,relación  remix,30,0.0,124,0,252745,6457181,Нет
3472,money man,24,26,0.0,103,0,305320,6454983,Нет
3473,rita ora,girls,24,0.0,54,0,552382,6451140,Нет
3474,j. cole,everybody dies,31,0.0,36,0,448420,6442993,Нет
3475,billie eilish,oxytocin,15,1.0,8,0,965078,6433796,Нет
3476,ariana grande,love language,15,0.0,13,0,1336669,6426584,Нет
3477,khalid,right back,17,0.0,32,0,847871,6425188,Нет
3478,trippie redd,sleepy hollow,22,0.0,28,0,525865,6423238,Нет
3479,lovelytheband,broken,29,0.0,144,0,247894,6421237,Нет
3480,kids see ghosts,fire,12,0.0,14,0,981233,6417561,Нет
3481,mac miller,dang!,38,0.0,57,0,332519,6414655,Нет
3482,khalid,vertigo,14,1.0,10,0,1184701,6407208,Нет
3483,taylor swift,forever winter (taylor's version) (from the vault),13,0.0,26,0,1177011,6405264,Нет
3484,lil wayne,open safe,12,0.0,15,0,1537167,6404831,Нет
3485,bazzi,no way!,23,0.0,35,0,518502,6396962,Нет
3486,dj drama,wishing,49,0.0,137,0,150385,6391988,Нет
3487,demi lovato,sober,23,0.0,38,0,538769,6388740,Нет
3488,saweetie,tap in,22,0.0,25,0,627270,6386527,Да
3489,huncho jack,eye 2 eye,20,1.0,4,0,1151239,6386506,Нет
3490,the lumineers,ho hey,102,0.0,118,0,229975,6386180,Нет
3491,kendrick lamar,savior  interlude,9,0.0,16,0,2018189,6380466,Нет
3492,the weeknd,i heard you’re married,12,0.0,11,0,1248711,6362525,Нет
3493,adele,hold on,12,0.0,12,0,1368804,6361232,Нет
3494,harry styles,to be so lonely,13,0.0,12,0,1141216,6355344,Нет
3495,mac miller,everybody,12,0.0,14,0,1413408,6352584,Нет
3496,future,thought it was a drought,66,0.0,62,0,141850,6341927,Нет
3497,juice wrld,anxiety  intro,11,0.0,11,0,2265094,6337434,Нет
3498,billie eilish,getting older,15,1.0,6,0,1047925,6337096,Нет
3499,chance the rapper,mixtape,36,0.0,77,0,256868,6327740,Нет
3500,mac miller,cinderella,41,0.0,91,0,296266,6322566,Нет
3501,missy elliott,wtf (where they from),53,0.0,58,0,317253,6320355,Нет
3502,yeat,out thë way,20,0.0,59,0,414374,6317439,Нет
3503,lil nas x,dead right now,14,0.0,11,0,1183514,6307634,Нет
3504,kanye west,come to life,12,0.0,23,0,1156493,6304916,Нет
3505,drake,30 for 30 freestyle,44,0.0,46,0,245066,6299342,Нет
3506,justin bieber,2 much,15,1.0,5,0,1232023,6293187,Нет
3507,bad bunny,25/8,16,0.0,40,0,673546,6285234,Нет
3508,hardy,"one beer (hardy feat. lauren alaina, devin dawson)",29,0.0,143,0,263965,6283970,Нет
3509,post malone,congratulations  remix,30,0.0,90,0,267572,6281504,Нет
3510,fetty wap,679,56,0.0,65,0,203291,6267447,Нет
3511,grey,i miss you,32,0.0,131,0,232188,6264590,Нет
3512,fleetwood mac,the chain  2004 remaster,27,0.0,82,0,311232,6263753,Нет
3513,xxxtentacion,what are you so afraid of,13,0.0,13,0,1325891,6260266,Нет
3514,post malone,i cannot be (a sadder song),13,1.0,10,0,1196999,6254244,Нет
3515,beyoncé,virgo's groove,15,0.0,13,0,1045597,6252395,Нет
3516,taylor swift,holy ground (taylor's version),12,0.0,19,0,1382906,6249994,Нет
3517,alessia cara,out of love,21,0.0,78,0,342827,6233301,Нет
3518,kendrick lamar,untitled 07 | 2014  2016,27,0.0,11,0,733030,6222163,Нет
3519,mike posner,please don't go,25,0.0,93,0,298199,6217971,Нет
3520,joji,yukon (interlude),15,0.0,23,0,704273,6214933,Нет
3521,lauv,modern loneliness,21,0.0,75,0,430775,6206504,Нет
3522,taylor swift,daylight,14,0.0,22,0,1020714,6201194,Нет
3523,tony bennett,o christmas tree,16,0.0,60,0,678152,6194394,Нет
3524,tyga,vacation,14,1.0,7,0,730380,6189355,Нет
3525,yo gotti,law,48,0.0,137,0,145443,6187717,Нет
3526,a boogie wit da hoodie,me and my guitar,20,0.0,53,0,589849,6182324,Нет
3527,ariana grande,bad to you,17,0.0,23,0,691732,6174911,Нет
3528,migos,give no fxk,13,1.0,6,0,1322389,6148659,Нет
3529,"tyler, the creator",okra,21,0.0,54,0,458497,6147778,Нет
3530,meghan trainor,i'll be home,21,0.0,78,0,541670,6143435,Нет
3531,justin bieber,deserve you,15,1.0,6,0,1137169,6135863,Нет
3532,drake,flight's booked,10,0.0,11,0,1832009,6133830,Нет
3533,kanye west,lord i need you,12,0.0,22,0,1180806,6131048,Нет
3534,"tyler, the creator",runitup,13,0.0,13,0,1451079,6129691,Нет
3535,logic,state of emergency,15,0.0,23,0,965420,6127724,Нет
3536,shakira,clandestino,28,0.0,126,0,284121,6107582,Нет
3537,future,i'm dat n****,11,4.0,5,0,1468597,6106715,Нет
3538,rosalía,la fama,19,0.0,60,0,595802,6103557,Нет
3539,dj khaled,celebrate,14,0.0,26,0,805870,6100149,Нет
3540,kanye west,jesus is lord,11,0.0,15,0,1327680,6076336,Нет
3541,young dolph,1 scale,24,0.0,32,0,510862,6067976,Нет
3542,xxxtentacion,dead inside (interlude),21,0.0,58,0,486744,6064315,Нет
3543,morgan wallen,whiskey’d my way,19,0.0,23,0,669283,6062385,Нет
3544,metro boomin,no more,14,0.0,21,0,821151,6062115,Нет
3545,ac/dc,highway to hell,19,0.0,29,0,568792,6056885,Нет
3546,the script,superheroes,82,0.0,49,0,130024,6053850,Нет
3547,ty dolla $ign,ego death,22,0.0,47,0,508746,6046708,Нет
3548,post malone,reputation,12,1.0,5,0,1337319,6034820,Нет
3549,morgan wallen,your bartender,19,0.0,28,0,639315,6031746,Нет
3550,lil yachty,who want the smoke?,22,0.0,74,0,396103,6028079,Нет
3551,luke bryan,play it again,100,0.0,99,0,81204,6023702,Нет
3552,bo burnham,goodbye,25,0.0,104,0,345145,6018930,Нет
3553,kacey musgraves,breadwinner,23,0.0,68,0,414186,6017410,Нет
3554,justin bieber,die for you,15,0.0,14,0,1012774,6015346,Нет
3555,drake,company,39,0.0,25,0,304996,6003757,Нет
3556,justin bieber,all in it,35,0.0,48,0,350540,6000754,Нет
3557,yg,stop snitchin,23,0.0,64,0,440072,5995743,Нет
3558,yg,scared money,23,0.0,72,0,340053,5987662,Нет
3559,madison beer,home with you,27,0.0,125,0,272440,5980508,Нет
3560,"tyler, the creator",massa,12,0.0,11,0,1545101,5979822,Нет
3561,gorillaz,new gold,16,0.0,14,0,712415,5968030,Нет
3562,frank ocean,ivy,37,0.0,85,0,254698,5964914,Нет
3563,mike will made,it  aries (yugo),26,0.0,133,0,275068,5964795,Нет
3564,ariana grande,test drive,14,2.0,5,0,935109,5962784,Нет
3565,childish gambino,sober,83,0.0,42,0,142368,5962096,Нет
3566,paramore,hard times,25,0.0,54,0,446681,5954977,Да
3567,regard,you,24,0.0,65,0,370069,5943039,Нет
3568,zacari,redemption,20,0.0,49,0,468412,5942047,Нет
3569,trippie redd,weeeeee,21,0.0,40,0,539594,5938848,Нет
3570,machine gun kelly,love race,18,0.0,20,0,683389,5932469,Нет
3571,youngboy never broke again,no smoke,30,0.0,104,0,263456,5929695,Нет
3572,future,feed me dope,17,0.0,34,0,546073,5928699,Нет
3573,bad bunny,a tu merced,15,0.0,39,0,679037,5918004,Нет
3574,one direction,what a feeling,30,0.0,25,0,476488,5916464,Нет
3575,fitz and the tantrums,out of my league,27,0.0,179,0,233038,5910355,Нет
3576,a$ap rocky,cocky,21,0.0,53,0,505254,5907144,Нет
3577,moneybagg yo,shottas (lala),21,0.0,36,0,447846,5906644,Нет
3578,sofía reyes,r.i.p.,15,0.0,55,0,448993,5906535,Нет
3579,rosé,on the ground,21,0.0,43,0,413154,5904499,Нет
3580,sia,santa's coming for us,16,0.0,84,0,556922,5901045,Нет
3581,jess glynne,i'll be there,25,0.0,108,0,303189,5898471,Нет
3582,rainbow kitten surprise,it's called: freefall,24,0.0,78,0,273917,5896253,Нет
3583,leona lewis,one more sleep,16,0.0,90,0,611545,5883283,Нет
3584,the weeknd,starry eyes,12,0.0,12,0,1204379,5839614,Нет
3585,kygo,think about you,15,0.0,57,0,499716,5838909,Нет
3586,the weeknd,angel,40,0.0,33,0,294896,5836952,Нет
3587,morgan wallen,outlaw,18,0.0,21,0,684827,5831594,Нет
3588,ed sheeran,merry christmas,14,0.0,59,0,853346,5828241,Нет
3589,frank ocean,dhl,15,1.0,4,0,900608,5826875,Нет
3590,meek mill,froze,34,0.0,63,0,243933,5822747,Нет
3591,kendrick lamar,untitled 03 | 05.28.2013.,23,1.0,5,0,914049,5816603,Нет
3592,bring me the horizon,can you feel my heart,24,0.0,91,0,274730,5816221,Да
3593,the weeknd,dawn fm,10,1.0,3,(x1),1749943,5795533,Нет
3594,2 chainz,proud,24,0.0,81,0,377892,5795452,Нет
3595,taylor swift,only the young  featured in miss americana,15,0.0,50,0,488959,5795326,Нет
3596,drake,summers over interlude,32,0.0,68,0,285542,5792931,Нет
3597,darlene love,winter wonderland,14,0.0,65,0,883339,5786558,Нет
3598,bryson tiller,let em' know,54,0.0,134,0,122890,5785526,Нет
3599,troye sivan,dance to this,21,0.0,51,0,491479,5783943,Нет
3600,polo g,black hearted,14,0.0,14,0,1008735,5783782,Нет
3601,kanye west,highlights,29,0.0,48,0,323918,5783610,Нет
3602,lil wayne,took his time,10,0.0,16,0,1497655,5779819,Нет
3603,bad bunny,yo visto así,13,1.0,9,0,889672,5778148,Нет
3604,the weeknd,repeat after me (interlude),13,0.0,14,0,1192133,5777780,Нет
3605,bad bunny,la zona,14,0.0,29,0,775612,5774822,Нет
3606,mustard,want her,32,0.0,143,0,197374,5771682,Нет
3607,eminem,leaving heaven,12,0.0,22,0,1124474,5770379,Нет
3608,beyoncé,plastic off the sofa,14,0.0,12,0,1047494,5766274,Нет
3609,lil yachty,nbayoungboat,21,0.0,52,0,526375,5762912,Нет
3610,lorde,homemade dynamite  remix,24,0.0,88,0,299635,5761830,Нет
3611,lil baby,voice of the heroes,15,0.0,16,0,946378,5756863,Нет
3612,xxxtentacion,train food,10,1.0,5,0,1618768,5756320,Нет
3613,marshmello,rescue me,22,0.0,65,0,392728,5751097,Нет
3614,"tyler, the creator",sir baudelaire,10,1.0,5,0,1866917,5750887,Нет
3615,thurl ravenscroft,"you're a mean one, mr. grinch",13,0.0,60,0,1037679,5749617,Нет
3616,gene autry,rudolph the rednosed reindeer,16,0.0,81,0,803536,5743205,Нет
3617,zach bryan,from austin,22,0.0,38,0,405509,5739093,Нет
3618,glades,do right,28,0.0,138,0,236921,5738391,Нет
3619,banners,start a riot,50,0.0,112,0,138503,5732553,Нет
3620,charli xcx,break the rules,73,0.0,62,0,113347,5725417,Нет
3621,taylor swift,begin again (taylor's version),11,0.0,22,0,1314068,5724612,Нет
3622,adele,love is a game,12,0.0,13,0,1174381,5720526,Нет
3623,andy williams,sleigh ride,16,0.0,50,0,845407,5709972,Нет
3624,cam,burning house,62,0.0,129,0,110131,5705652,Нет
3625,big sean,pull up n wreck (& metro boomin),19,0.0,41,0,525694,5704578,Нет
3626,logic,one day,14,0.0,20,0,741164,5704234,Нет
3627,young thug,millions,20,0.0,76,0,425493,5699964,Нет
3628,nle choppa,shotta flow 3,24,0.0,85,0,298785,5697406,Нет
3629,g,eazy  moana,24,0.0,95,0,317064,5696559,Нет
3630,22 savage,the race,16,0.0,50,0,396989,5691910,Нет
3631,bts,on (feat. sia),14,0.0,21,0,754372,5690660,Нет
3632,taylor swift,it’s nice to have a friend,13,0.0,23,0,1016790,5686995,Нет
3633,juice wrld,hemotions,15,0.0,19,0,907039,5679588,Нет
3634,drake,omertà,12,1.0,3,(x1),1230180,5679485,Нет
3635,mac miller,surf,12,0.0,24,0,1116570,5675629,Нет
3636,future,keep it burnin,11,2.0,6,0,1445587,5673973,Нет
3637,lil uzi vert,for real,19,0.0,19,0,821064,5672275,Нет
3638,gryffin,whole heart,40,0.0,107,0,197926,5671321,Нет
3639,renée elise goldsberry,satisfied,21,0.0,79,0,331202,5669593,Нет
3640,julia michaels,what a time,23,0.0,106,0,347557,5669256,Нет
3641,$uicideboy$,matte black,19,0.0,39,0,537913,5657039,Нет
3642,russ,the flute song,21,0.0,66,0,445039,5644825,Нет
3643,idina menzel,show yourself,19,0.0,66,0,386626,5643655,Нет
3644,alan walker,all falls down,28,0.0,138,0,224505,5642549,Нет
3645,lil yachty,"t.d (lil yachty & tierra whack feat. a$ap rocky & tyler, the creator)",19,0.0,22,0,713305,5640541,Нет
3646,$not,doja,15,0.0,31,0,494927,5633307,Нет
3647,sheff g,on go,24,0.0,115,0,251683,5627997,Нет
3648,dj khaled,beautiful,14,0.0,13,0,788486,5625094,Нет
3649,migos,white sand,14,1.0,9,0,1093347,5625006,Нет
3650,billie eilish,i didn't change my number,14,1.0,10,0,936730,5624150,Нет
3651,dj khaled,don't quit,15,0.0,19,0,705457,5620967,Нет
3652,tate mcrae,feel like shit,20,0.0,62,0,527300,5620909,Нет
3653,jason derulo,talk dirty,88,0.0,98,0,81073,5617868,Нет
3654,j balvin,ginza,58,0.0,93,0,146696,5616098,Нет
3655,juice wrld,you wouldn't understand,12,1.0,6,0,1218075,5614077,Нет
3656,future,jet lag,14,0.0,14,0,1053615,5613976,Нет
3657,bing crosby,what child is this?/the holly and the ivy,13,0.0,60,0,686457,5611498,Нет
3658,eminem,no regrets,13,0.0,33,0,909762,5604756,Нет
3659,quavo,flip the switch,14,0.0,12,0,1098540,5593989,Нет
3660,linkin park,in the end,19,1.0,8,0,931080,5582847,Нет
3661,alesso,heroes (we could be),48,0.0,27,0,181881,5581241,Нет
3662,meek mill,whatever you need,29,0.0,88,0,300085,5573859,Нет
3663,drake,wednesday night interlude,38,0.0,23,0,313337,5569571,Нет
3664,matt terry,sucker for you,26,0.0,105,0,274989,5568177,Нет
3665,r3hab,i just can't,28,0.0,118,0,247781,5565868,Нет
3666,schoolboy q,man of the year,93,0.0,124,0,83526,5554566,Нет
3667,lil nas x,tales of dominica,13,0.0,19,0,923575,5550039,Нет
3668,dj luian,verte ir,26,0.0,174,0,260229,5547596,Нет
3669,dlow,bet you can't do it like me,47,0.0,97,0,152348,5545139,Нет
3670,swae lee,someone said,17,0.0,54,0,541003,5538568,Нет
3671,zayn,it's you,37,0.0,50,0,276143,5534512,Нет
3672,kanye west,black skinhead,94,0.0,134,0,71804,5526688,Нет
3673,the xx,on hold,26,0.0,50,0,338335,5521231,Нет
3674,one direction,olivia,27,0.0,27,0,378850,5510342,Нет
3675,flo rida,dirty mind,47,0.0,105,0,150505,5504936,Нет
3676,kane brown,thank god,18,0.0,38,0,499845,5503408,Нет
3677,kenny chesney,get along,25,0.0,90,0,311695,5494242,Нет
3678,kendrick lamar,mother i sober,8,0.0,17,0,1783894,5486190,Нет
3679,beyoncé,flawless remix,85,0.0,89,0,96244,5482303,Нет
3680,eminem,in too deep,11,0.0,19,0,1235069,5476323,Нет
3681,joji,test drive,22,0.0,71,0,431055,5475550,Нет
3682,lil uzi vert,two®,17,1.0,9,0,997179,5475481,Нет
3683,jonathan groff,you'll be back,20,0.0,81,0,331717,5468823,Нет
3684,nf,lost,18,0.0,22,0,593110,5465038,Нет
3685,coolio,gangsta's paradise,17,1.0,6,0,862057,5464429,Нет
3686,chris young,i'm comin' over,58,0.0,136,0,121560,5461650,Нет
3687,"tyler, the creator","come on, let's go",19,0.0,39,0,457176,5454835,Нет
3688,one direction,love you goodbye,27,0.0,33,0,426068,5432989,Нет
3689,j balvin,otra noche sin ti,20,0.0,57,0,559601,5432011,Нет
3690,billie eilish,the 30th,15,0.0,22,0,605093,5422895,Нет
3691,luke combs,doin' this,15,0.0,20,0,609323,5420634,Нет
3692,huncho jack,motorcycle patches,18,1.0,9,0,963544,5400148,Нет
3693,bad bunny,que malo,13,0.0,30,0,773288,5390727,Нет
3694,nicki minaj,bussin,15,1.0,10,0,763327,5389017,Нет
3695,twenty one pilots,morph,14,0.0,22,0,896893,5384268,Нет
3696,drake,you & the 6,38,0.0,28,0,292710,5375819,Нет
3697,eminem,lock it up,13,0.0,37,0,882387,5373177,Нет
3698,ski mask the slump god,ooga booga!,17,0.0,87,0,379971,5362006,Нет
3699,sza,the other side (from trolls world tour),15,0.0,33,0,686442,5357682,Нет
3700,justin bieber,home to mama,63,0.0,83,0,109483,5353590,Нет
3701,a$ap rocky,lord pretty flacko jodye 2 (lpfj2),40,0.0,16,0,348869,5348304,Нет
3702,xxxtentacion,one minute,9,1.0,6,0,1541329,5347255,Нет
3703,big sean,owe me,19,0.0,30,0,499194,5340352,Нет
3704,katy perry,harleys in hawaii,18,0.0,38,0,530375,5336733,Нет
3705,kygo,kids in love,20,0.0,34,0,578957,5336676,Нет
3706,walker hayes,you broke up with me,27,0.0,152,0,219479,5334215,Нет
3707,kid cudi,dive,8,0.0,21,0,1598355,5332813,Нет
3708,lana del rey,summer bummer,21,0.0,51,0,446610,5329147,Нет
3709,tory lanez,b.i.d,23,0.0,94,0,331573,5325306,Нет
3710,yo gotti,castro,34,0.0,141,0,181835,5324558,Нет
3711,the kid laroi,tragic,18,0.0,25,0,561096,5323672,Нет
3712,frank ocean,thinkin bout you,62,0.0,86,0,224213,5321713,Нет
3713,travis scott,the plan,13,0.0,20,0,664963,5320660,Нет
3714,eric church,talladega,81,0.0,130,0,79587,5316760,Нет
3715,ed sheeran,blow,16,0.0,33,0,609126,5313921,Нет
3716,onerepublic,run,24,0.0,86,0,320926,5303570,Нет
3717,mac miller,what's the use?,16,0.0,26,0,694522,5301683,Нет
3718,5 seconds of summer,she looks so perfect,72,0.0,37,0,129793,5300992,Нет
3719,anuel aa,reggaetonera,15,0.0,32,0,578655,5298391,Нет
3720,van morrison,brown eyed girl,20,0.0,40,0,415861,5295762,Нет
3721,bad bunny,está cabrón ser yo,13,0.0,37,0,697786,5287518,Нет
3722,taylor swift,this love (taylor’s version),9,1.0,8,0,1762459,5281749,Нет
3723,future,love you better,12,0.0,11,0,1020136,5278444,Нет
3724,xxxtentacion,floor 555,15,0.0,29,0,715038,5277348,Нет
3725,polo g,dnd,20,0.0,55,0,371597,5271253,Нет
3726,kid cudi,mr. solo dolo iii,8,0.0,22,0,1512093,5269192,Нет
3727,jax jones,breathe,23,0.0,122,0,273476,5263555,Нет
3728,the weeknd,reminder  remix,24,0.0,64,0,319840,5260581,Нет
3729,lil yachty,she ready,21,0.0,64,0,487860,5258656,Нет
3730,nipsey hussle,last time that i checc'd,16,0.0,33,0,600413,5257779,Нет
3731,frank ocean,nikes,27,0.0,59,0,308013,5256026,Нет
3732,rihanna,disturbia,13,0.0,24,0,772629,5252376,Нет
3733,sam smith,my oasis,21,0.0,53,0,491878,5251099,Нет
3734,luke bryan,i see you,68,0.0,111,0,91713,5246285,Нет
3735,lil baby,off white vlone (lil baby & gunna feat. lil durk & nav),14,0.0,16,0,1043244,5238288,Нет
3736,armin van buuren,another you,44,0.0,56,0,166741,5226099,Нет
3737,bing crosby,twelve days of christmas,12,0.0,78,0,650136,5215292,Нет
3738,lil uzi vert,urgency,10,0.0,17,0,1248273,5211542,Нет
3739,taylor swift,fearless (taylor’s version),9,1.0,4,0,1690098,5211462,Нет
3740,rob $tone,chill bill remix,27,0.0,83,0,255062,5210532,Нет
3741,lorde,liability,21,0.0,56,0,441456,5210235,Нет
3742,bad bunny,haciendo que me amas,13,0.0,17,0,838633,5197341,Нет
3743,playboi carti,slay3r,14,0.0,15,0,897538,5193396,Нет
3744,morgan wallen,wonderin’ bout the wind,16,0.0,26,0,647450,5192030,Нет
3745,chucho flash,tu sabes que te quiero,23,0.0,89,0,311115,5186043,Нет
3746,notd,so close,22,0.0,149,0,275692,5183765,Нет
3747,young thug,high,15,0.0,60,0,622522,5180306,Нет
3748,a$ap ferg,move ya hips,15,0.0,29,0,668594,5179812,Нет
3749,rihanna,"yeah, i said it",41,0.0,73,0,190723,5179570,Нет
3750,drake,landed,10,0.0,13,0,1453285,5178121,Нет
3751,zach bryan,"burn, burn, burn",18,0.0,30,0,543880,5175434,Нет
3752,dj khaled,gold slugs,38,0.0,57,0,210144,5170273,Нет
3753,justin bieber,loved by you,14,0.0,21,0,859926,5164575,Нет
3754,jake owen,real life,54,0.0,70,0,140226,5163677,Нет
3755,kygo,not ok,18,0.0,34,0,597005,5160687,Нет
3756,southside,hold that heat,16,1.0,8,0,668388,5156031,Нет
3757,alexander 23,idk you yet,24,0.0,145,0,233798,5149303,Нет
3758,lorde,perfect places,21,0.0,63,0,394444,5142234,Нет
3759,justin bieber,love you different,13,0.0,18,0,922789,5141030,Нет
3760,xxxtentacion,smash!,16,0.0,34,0,651154,5139578,Нет
3761,ariana grande,successful,14,0.0,26,0,833246,5133578,Нет
3762,drake,not you too,9,1.0,8,0,1660356,5132342,Нет
3763,khalid,free spirit,13,0.0,23,0,905436,5124908,Нет
3764,nipsey hussle,dedication,16,0.0,31,0,626420,5124168,Нет
3765,lil wayne,mess,10,0.0,23,0,1216954,5122974,Нет
3766,beyoncé,heated,13,0.0,21,0,879757,5114376,Нет
3767,kids see ghosts,kids see ghosts,10,0.0,20,0,891070,5113358,Нет
3768,beyoncé,thique,13,0.0,19,0,900192,5112374,Нет
3769,taylor swift,come back...be here (taylor's version),10,0.0,27,0,1174142,5109939,Нет
3770,anuel aa,ella quiere beber  remix,24,0.0,180,0,235838,5109824,Нет
3771,lil uzi vert,got the guap,14,0.0,24,0,949425,5105797,Нет
3772,xxxtentacion,staring at the sky,9,1.0,10,0,1393662,5102477,Нет
3773,juice wrld,"the man, the myth, the legend  interlude",10,0.0,22,0,1434200,5102324,Нет
3774,halsey,so good,14,0.0,21,0,700448,5096204,Нет
